plot,year,season,subsample,Cover_Bareground,species_other,biomass
B1A02D1,2018,May,1,10,VerCha,NA
B1A02D1,2018,May,1,10,AchMil,NA
B1A02D1,2018,May,1,10,AntSyl,NA
B1A02D1,2018,May,1,10,CamPat,NA
B1A02D1,2018,May,1,10,CarCar,NA
B1A02D1,2018,May,1,10,CarPra,0
B1A02D1,2018,May,1,10,CenJac,NA
B1A02D1,2018,May,1,10,CirOle,NA
B1A02D1,2018,May,1,10,CreBie,NA
B1A02D1,2018,May,1,10,DauCar,NA
B1A02D1,2018,May,1,10,GalMol,NA
B1A02D1,2018,May,1,10,GerPra,NA
B1A02D1,2018,May,1,10,HerSph,0
B1A02D1,2018,May,1,10,KnaArv,NA
B1A02D1,2018,May,1,10,LeuVul,NA
B1A02D1,2018,May,1,10,PasSat,NA
B1A02D1,2018,May,1,10,PimMaj,NA
B1A02D1,2018,May,1,10,RanAcr,0
B1A02D1,2018,May,1,10,RumAce,NA
B1A02D1,2018,May,1,10,SanOff,0
B1A02D1,2018,May,1,10,TraPra,NA
B1A02D1,2018,May,1,10,LatPra,NA
B1A02D1,2018,May,1,10,LotCor,NA
B1A02D1,2018,May,1,10,MedLup,NA
B1A02D1,2018,May,1,10,MedVar,NA
B1A02D1,2018,May,1,10,OnoVic,NA
B1A02D1,2018,May,1,10,TriCam,NA
B1A02D1,2018,May,1,10,TriDub,NA
B1A02D1,2018,May,1,10,TriFra,NA
B1A02D1,2018,May,1,10,TriHyb,NA
B1A02D1,2018,May,1,10,TriPra,NA
B1A02D1,2018,May,1,10,TriRep,NA
B1A02D1,2018,May,1,10,VicCra,NA
B1A03D1,2018,May,1,10,Weed,190
B1A03D1,2018,May,1,10,Dead,4.28
B1A03D1,2018,May,1,10,Rest,0
B1A03D1,2018,May,1,10,AloPra,NA
B1A03D1,2018,May,1,10,AntOdo,NA
B1A03D1,2018,May,1,10,ArrEla,NA
B1A03D1,2018,May,1,10,AvePub,NA
B1A03D1,2018,May,1,10,BroEre,NA
B1A03D1,2018,May,1,10,BroHor,NA
B1A03D1,2018,May,1,10,CynCri,0
B1A03D1,2018,May,1,10,DacGlo,NA
B1A03D1,2018,May,1,10,FesPra,NA
B1A03D1,2018,May,1,10,FesRub,NA
B1A03D1,2018,May,1,10,HolLan,NA
B1A03D1,2018,May,1,10,LuzCam,NA
B1A03D1,2018,May,1,10,PhlPra,1.49
B1A03D1,2018,May,1,10,PoaPra,NA
B1A03D1,2018,May,1,10,PoaTri,NA
B1A03D1,2018,May,1,10,TriFla,167
B1A03D1,2018,May,1,10,AjuRep,NA
B1A03D1,2018,May,1,10,BelPer,NA
B1A03D1,2018,May,1,10,GleHed,0.35
B1A03D1,2018,May,1,10,LeoAut,NA
B1A03D1,2018,May,1,10,LeoHis,NA
B1A03D1,2018,May,1,10,PlaLan,NA
B1A03D1,2018,May,1,10,PlaMed,NA
B1A03D1,2018,May,1,10,PriVer,0
B1A03D1,2018,May,1,10,PruVul,NA
B1A03D1,2018,May,1,10,RanRep,NA
B1A03D1,2018,May,1,10,TarOff,NA
B1A03D1,2018,May,1,10,VerCha,5.94
B1A03D1,2018,May,1,10,AchMil,NA
B1A03D1,2018,May,1,10,AntSyl,NA
B1A03D1,2018,May,1,10,CamPat,NA
B1A03D1,2018,May,1,10,CarCar,NA
B1A03D1,2018,May,1,10,CarPra,NA
B1A03D1,2018,May,1,10,CenJac,NA
B1A03D1,2018,May,1,10,CirOle,NA
B1A03D1,2018,May,1,10,CreBie,NA
B1A03D1,2018,May,1,10,DauCar,NA
B1A03D1,2018,May,1,10,GalMol,NA
B1A03D1,2018,May,1,10,GerPra,NA
B1A03D1,2018,May,1,10,HerSph,NA
B1A03D1,2018,May,1,10,KnaArv,NA
B1A03D1,2018,May,1,10,LeuVul,NA
B1A03D1,2018,May,1,10,PasSat,NA
B1A03D1,2018,May,1,10,PimMaj,NA
B1A03D1,2018,May,1,10,RanAcr,NA
B1A03D1,2018,May,1,10,RumAce,NA
B1A03D1,2018,May,1,10,SanOff,NA
B1A03D1,2018,May,1,10,TraPra,NA
B1A03D1,2018,May,1,10,LatPra,NA
B1A03D1,2018,May,1,10,LotCor,12.1
B1A03D1,2018,May,1,10,MedLup,0
B1A03D1,2018,May,1,10,MedVar,NA
B1A03D1,2018,May,1,10,OnoVic,NA
B1A03D1,2018,May,1,10,TriCam,NA
B1A03D1,2018,May,1,10,TriDub,NA
B1A03D1,2018,May,1,10,TriFra,NA
B1A03D1,2018,May,1,10,TriHyb,NA
B1A03D1,2018,May,1,10,TriPra,NA
B1A03D1,2018,May,1,10,TriRep,NA
B1A03D1,2018,May,1,10,VicCra,NA
B1A04D1,2018,May,1,5,Weed,63
B1A04D1,2018,May,1,5,Dead,0
B1A04D1,2018,May,1,5,Rest,0
B1A04D1,2018,May,1,5,AloPra,NA
B1A04D1,2018,May,1,5,AntOdo,NA
B1A04D1,2018,May,1,5,ArrEla,NA
B1A04D1,2018,May,1,5,AvePub,NA
B1A04D1,2018,May,1,5,BroEre,NA
B1A04D1,2018,May,1,5,BroHor,NA
B1A04D1,2018,May,1,5,CynCri,NA
B1A04D1,2018,May,1,5,DacGlo,NA
B1A04D1,2018,May,1,5,FesPra,462
B1A04D1,2018,May,1,5,FesRub,NA
B1A04D1,2018,May,1,5,HolLan,NA
B1A04D1,2018,May,1,5,LuzCam,NA
B1A04D1,2018,May,1,5,PhlPra,NA
B1A04D1,2018,May,1,5,PoaPra,NA
B1A04D1,2018,May,1,5,PoaTri,NA
B1A04D1,2018,May,1,5,TriFla,NA
B1A04D1,2018,May,1,5,AjuRep,NA
B1A04D1,2018,May,1,5,BelPer,NA
B1A04D1,2018,May,1,5,GleHed,NA
B1A04D1,2018,May,1,5,LeoAut,NA
B1A04D1,2018,May,1,5,LeoHis,NA
B1A04D1,2018,May,1,5,PlaLan,0
B1A04D1,2018,May,1,5,PlaMed,NA
B1A04D1,2018,May,1,5,PriVer,NA
B1A04D1,2018,May,1,5,PruVul,NA
B1A04D1,2018,May,1,5,RanRep,NA
B1A04D1,2018,May,1,5,TarOff,NA
B1A04D1,2018,May,1,5,VerCha,NA
B1A04D1,2018,May,1,5,AchMil,NA
B1A04D1,2018,May,1,5,AntSyl,NA
B1A04D1,2018,May,1,5,CamPat,0
B1A04D1,2018,May,1,5,CarCar,NA
B1A04D1,2018,May,1,5,CarPra,NA
B1A04D1,2018,May,1,5,CenJac,NA
B1A04D1,2018,May,1,5,CirOle,NA
B1A04D1,2018,May,1,5,CreBie,NA
B1A04D1,2018,May,1,5,DauCar,NA
B1A04D1,2018,May,1,5,GalMol,NA
B1A04D1,2018,May,1,5,GerPra,NA
B1A04D1,2018,May,1,5,HerSph,NA
B1A04D1,2018,May,1,5,KnaArv,NA
B1A04D1,2018,May,1,5,LeuVul,NA
B1A04D1,2018,May,1,5,PasSat,NA
B1A04D1,2018,May,1,5,PimMaj,NA
B1A04D1,2018,May,1,5,RanAcr,NA
B1A04D1,2018,May,1,5,RumAce,NA
B1A04D1,2018,May,1,5,SanOff,NA
B1A04D1,2018,May,1,5,TraPra,NA
B1A04D1,2018,May,1,5,LatPra,NA
B1A04D1,2018,May,1,5,LotCor,NA
B1A04D1,2018,May,1,5,MedLup,NA
B1A04D1,2018,May,1,5,MedVar,NA
B1A04D1,2018,May,1,5,OnoVic,391
B1A04D1,2018,May,1,5,TriCam,NA
B1A04D1,2018,May,1,5,TriDub,NA
B1A04D1,2018,May,1,5,TriFra,NA
B1A04D1,2018,May,1,5,TriHyb,NA
B1A04D1,2018,May,1,5,TriPra,NA
B1A04D1,2018,May,1,5,TriRep,NA
B1A04D1,2018,May,1,5,VicCra,NA
B1A05D1,2018,May,1,10,Weed,393
B1A05D1,2018,May,1,10,Dead,0
B1A05D1,2018,May,1,10,Rest,0
B1A05D1,2018,May,1,10,AloPra,NA
B1A05D1,2018,May,1,10,AntOdo,NA
B1A05D1,2018,May,1,10,ArrEla,NA
B1A05D1,2018,May,1,10,AvePub,NA
B1A05D1,2018,May,1,10,BroEre,NA
B1A05D1,2018,May,1,10,BroHor,NA
B1A05D1,2018,May,1,10,CynCri,NA
B1A05D1,2018,May,1,10,DacGlo,NA
B1A05D1,2018,May,1,10,FesPra,NA
B1A05D1,2018,May,1,10,FesRub,NA
B1A05D1,2018,May,1,10,HolLan,NA
B1A05D1,2018,May,1,10,LuzCam,NA
B1A05D1,2018,May,1,10,PhlPra,NA
B1A05D1,2018,May,1,10,PoaPra,NA
B1A05D1,2018,May,1,10,PoaTri,NA
B1A05D1,2018,May,1,10,TriFla,NA
B1A05D1,2018,May,1,10,AjuRep,NA
B1A05D1,2018,May,1,10,BelPer,NA
B1A05D1,2018,May,1,10,GleHed,NA
B1A05D1,2018,May,1,10,LeoAut,NA
B1A05D1,2018,May,1,10,LeoHis,NA
B1A05D1,2018,May,1,10,PlaLan,NA
B1A05D1,2018,May,1,10,PlaMed,NA
B1A05D1,2018,May,1,10,PriVer,NA
B1A05D1,2018,May,1,10,PruVul,NA
B1A05D1,2018,May,1,10,RanRep,NA
B1A05D1,2018,May,1,10,TarOff,NA
B1A05D1,2018,May,1,10,VerCha,NA
B1A05D1,2018,May,1,10,AchMil,NA
B1A05D1,2018,May,1,10,AntSyl,NA
B1A05D1,2018,May,1,10,CamPat,NA
B1A05D1,2018,May,1,10,CarCar,NA
B1A05D1,2018,May,1,10,CarPra,NA
B1A05D1,2018,May,1,10,CenJac,NA
B1A05D1,2018,May,1,10,CirOle,NA
B1A05D1,2018,May,1,10,CreBie,NA
B1A05D1,2018,May,1,10,DauCar,NA
B1A05D1,2018,May,1,10,GalMol,NA
B1A05D1,2018,May,1,10,GerPra,NA
B1A05D1,2018,May,1,10,HerSph,NA
B1A05D1,2018,May,1,10,KnaArv,NA
B1A05D1,2018,May,1,10,LeuVul,NA
B1A05D1,2018,May,1,10,PasSat,NA
B1A05D1,2018,May,1,10,PimMaj,NA
B1A05D1,2018,May,1,10,RanAcr,NA
B1A05D1,2018,May,1,10,RumAce,NA
B1A05D1,2018,May,1,10,SanOff,NA
B1A05D1,2018,May,1,10,TraPra,NA
B1A05D1,2018,May,1,10,LatPra,NA
B1A05D1,2018,May,1,10,LotCor,NA
B1A05D1,2018,May,1,10,MedLup,0
B1A05D1,2018,May,1,10,MedVar,NA
B1A05D1,2018,May,1,10,OnoVic,86
B1A05D1,2018,May,1,10,TriCam,NA
B1A05D1,2018,May,1,10,TriDub,NA
B1A05D1,2018,May,1,10,TriFra,NA
B1A05D1,2018,May,1,10,TriHyb,NA
B1A05D1,2018,May,1,10,TriPra,NA
B1A05D1,2018,May,1,10,TriRep,NA
B1A05D1,2018,May,1,10,VicCra,NA
B1A06D1,2018,May,1,5,Weed,41.82
B1A06D1,2018,May,1,5,Dead,8.19
B1A06D1,2018,May,1,5,Rest,0
B1A06D1,2018,May,1,5,AloPra,2.56
B1A06D1,2018,May,1,5,AntOdo,0
B1A06D1,2018,May,1,5,ArrEla,NA
B1A06D1,2018,May,1,5,AvePub,0
B1A06D1,2018,May,1,5,BroEre,NA
B1A06D1,2018,May,1,5,BroHor,114.9
B1A06D1,2018,May,1,5,CynCri,NA
B1A06D1,2018,May,1,5,DacGlo,NA
B1A06D1,2018,May,1,5,FesPra,NA
B1A06D1,2018,May,1,5,FesRub,NA
B1A06D1,2018,May,1,5,HolLan,0.89
B1A06D1,2018,May,1,5,LuzCam,NA
B1A06D1,2018,May,1,5,PhlPra,NA
B1A06D1,2018,May,1,5,PoaPra,15.4
B1A06D1,2018,May,1,5,PoaTri,0
B1A06D1,2018,May,1,5,TriFla,-9999
B1A06D1,2018,May,1,5,AjuRep,NA
B1A06D1,2018,May,1,5,BelPer,NA
B1A06D1,2018,May,1,5,GleHed,NA
B1A06D1,2018,May,1,5,LeoAut,NA
B1A06D1,2018,May,1,5,LeoHis,NA
B1A06D1,2018,May,1,5,PlaLan,NA
B1A06D1,2018,May,1,5,PlaMed,NA
B1A06D1,2018,May,1,5,PriVer,NA
B1A06D1,2018,May,1,5,PruVul,NA
B1A06D1,2018,May,1,5,RanRep,NA
B1A06D1,2018,May,1,5,TarOff,NA
B1A06D1,2018,May,1,5,VerCha,NA
B1A06D1,2018,May,1,5,AchMil,10.06
B1A06D1,2018,May,1,5,AntSyl,0
B1A06D1,2018,May,1,5,CamPat,0
B1A06D1,2018,May,1,5,CarCar,NA
B1A06D1,2018,May,1,5,CarPra,NA
B1A06D1,2018,May,1,5,CenJac,36.92
B1A06D1,2018,May,1,5,CirOle,NA
B1A06D1,2018,May,1,5,CreBie,NA
B1A06D1,2018,May,1,5,DauCar,NA
B1A06D1,2018,May,1,5,GalMol,NA
B1A06D1,2018,May,1,5,GerPra,0
B1A06D1,2018,May,1,5,HerSph,0
B1A06D1,2018,May,1,5,KnaArv,NA
B1A06D1,2018,May,1,5,LeuVul,0
B1A06D1,2018,May,1,5,PasSat,NA
B1A06D1,2018,May,1,5,PimMaj,0
B1A06D1,2018,May,1,5,RanAcr,NA
B1A06D1,2018,May,1,5,RumAce,NA
B1A06D1,2018,May,1,5,SanOff,NA
B1A06D1,2018,May,1,5,TraPra,NA
B1A06D1,2018,May,1,5,LatPra,NA
B1A06D1,2018,May,1,5,LotCor,NA
B1A06D1,2018,May,1,5,MedLup,NA
B1A06D1,2018,May,1,5,MedVar,NA
B1A06D1,2018,May,1,5,OnoVic,NA
B1A06D1,2018,May,1,5,TriCam,NA
B1A06D1,2018,May,1,5,TriDub,NA
B1A06D1,2018,May,1,5,TriFra,NA
B1A06D1,2018,May,1,5,TriHyb,NA
B1A06D1,2018,May,1,5,TriPra,NA
B1A06D1,2018,May,1,5,TriRep,NA
B1A06D1,2018,May,1,5,VicCra,NA
B1A07D1,2018,May,1,40,Weed,130.5
B1A07D1,2018,May,1,40,Dead,8.47
B1A07D1,2018,May,1,40,Rest,0
B1A07D1,2018,May,1,40,AloPra,NA
B1A07D1,2018,May,1,40,AntOdo,NA
B1A07D1,2018,May,1,40,ArrEla,NA
B1A07D1,2018,May,1,40,AvePub,NA
B1A07D1,2018,May,1,40,BroEre,NA
B1A07D1,2018,May,1,40,BroHor,NA
B1A07D1,2018,May,1,40,CynCri,NA
B1A07D1,2018,May,1,40,DacGlo,NA
B1A07D1,2018,May,1,40,FesPra,NA
B1A07D1,2018,May,1,40,FesRub,NA
B1A07D1,2018,May,1,40,HolLan,NA
B1A07D1,2018,May,1,40,LuzCam,NA
B1A07D1,2018,May,1,40,PhlPra,NA
B1A07D1,2018,May,1,40,PoaPra,NA
B1A07D1,2018,May,1,40,PoaTri,NA
B1A07D1,2018,May,1,40,TriFla,NA
B1A07D1,2018,May,1,40,AjuRep,NA
B1A07D1,2018,May,1,40,BelPer,NA
B1A07D1,2018,May,1,40,GleHed,NA
B1A07D1,2018,May,1,40,LeoAut,NA
B1A07D1,2018,May,1,40,LeoHis,NA
B1A07D1,2018,May,1,40,PlaLan,NA
B1A07D1,2018,May,1,40,PlaMed,NA
B1A07D1,2018,May,1,40,PriVer,NA
B1A07D1,2018,May,1,40,PruVul,NA
B1A07D1,2018,May,1,40,RanRep,NA
B1A07D1,2018,May,1,40,TarOff,NA
B1A07D1,2018,May,1,40,VerCha,NA
B1A07D1,2018,May,1,40,AchMil,NA
B1A07D1,2018,May,1,40,AntSyl,NA
B1A07D1,2018,May,1,40,CamPat,NA
B1A07D1,2018,May,1,40,CarCar,NA
B1A07D1,2018,May,1,40,CarPra,NA
B1A07D1,2018,May,1,40,CenJac,NA
B1A07D1,2018,May,1,40,CirOle,NA
B1A07D1,2018,May,1,40,CreBie,NA
B1A07D1,2018,May,1,40,DauCar,NA
B1A07D1,2018,May,1,40,GalMol,NA
B1A07D1,2018,May,1,40,GerPra,NA
B1A07D1,2018,May,1,40,HerSph,NA
B1A07D1,2018,May,1,40,KnaArv,NA
B1A07D1,2018,May,1,40,LeuVul,NA
B1A07D1,2018,May,1,40,PasSat,NA
B1A07D1,2018,May,1,40,PimMaj,NA
B1A07D1,2018,May,1,40,RanAcr,191.5
B1A07D1,2018,May,1,40,RumAce,NA
B1A07D1,2018,May,1,40,SanOff,0
B1A07D1,2018,May,1,40,TraPra,NA
B1A07D1,2018,May,1,40,LatPra,NA
B1A07D1,2018,May,1,40,LotCor,NA
B1A07D1,2018,May,1,40,MedLup,NA
B1A07D1,2018,May,1,40,MedVar,NA
B1A07D1,2018,May,1,40,OnoVic,NA
B1A07D1,2018,May,1,40,TriCam,NA
B1A07D1,2018,May,1,40,TriDub,NA
B1A07D1,2018,May,1,40,TriFra,NA
B1A07D1,2018,May,1,40,TriHyb,NA
B1A07D1,2018,May,1,40,TriPra,NA
B1A07D1,2018,May,1,40,TriRep,NA
B1A07D1,2018,May,1,40,VicCra,NA
B1A08D1,2018,May,1,0,Weed,415.1
B1A08D1,2018,May,1,0,Dead,18.93
B1A08D1,2018,May,1,0,Rest,0
B1A08D1,2018,May,1,0,AloPra,NA
B1A08D1,2018,May,1,0,AntOdo,NA
B1A08D1,2018,May,1,0,ArrEla,NA
B1A08D1,2018,May,1,0,AvePub,NA
B1A08D1,2018,May,1,0,BroEre,NA
B1A08D1,2018,May,1,0,BroHor,NA
B1A08D1,2018,May,1,0,CynCri,NA
B1A08D1,2018,May,1,0,DacGlo,NA
B1A08D1,2018,May,1,0,FesPra,NA
B1A08D1,2018,May,1,0,FesRub,NA
B1A08D1,2018,May,1,0,HolLan,NA
B1A08D1,2018,May,1,0,LuzCam,NA
B1A08D1,2018,May,1,0,PhlPra,NA
B1A08D1,2018,May,1,0,PoaPra,NA
B1A08D1,2018,May,1,0,PoaTri,NA
B1A08D1,2018,May,1,0,TriFla,NA
B1A08D1,2018,May,1,0,AjuRep,NA
B1A08D1,2018,May,1,0,BelPer,NA
B1A08D1,2018,May,1,0,GleHed,NA
B1A08D1,2018,May,1,0,LeoAut,NA
B1A08D1,2018,May,1,0,LeoHis,NA
B1A08D1,2018,May,1,0,PlaLan,NA
B1A08D1,2018,May,1,0,PlaMed,NA
B1A08D1,2018,May,1,0,PriVer,NA
B1A08D1,2018,May,1,0,PruVul,NA
B1A08D1,2018,May,1,0,RanRep,NA
B1A08D1,2018,May,1,0,TarOff,NA
B1A08D1,2018,May,1,0,VerCha,NA
B1A08D1,2018,May,1,0,AchMil,NA
B1A08D1,2018,May,1,0,AntSyl,NA
B1A08D1,2018,May,1,0,CamPat,NA
B1A08D1,2018,May,1,0,CarCar,NA
B1A08D1,2018,May,1,0,CarPra,NA
B1A08D1,2018,May,1,0,CenJac,NA
B1A08D1,2018,May,1,0,CirOle,NA
B1A08D1,2018,May,1,0,CreBie,NA
B1A08D1,2018,May,1,0,DauCar,NA
B1A08D1,2018,May,1,0,GalMol,NA
B1A08D1,2018,May,1,0,GerPra,NA
B1A08D1,2018,May,1,0,HerSph,NA
B1A08D1,2018,May,1,0,KnaArv,NA
B1A08D1,2018,May,1,0,LeuVul,NA
B1A08D1,2018,May,1,0,PasSat,NA
B1A08D1,2018,May,1,0,PimMaj,NA
B1A08D1,2018,May,1,0,RanAcr,NA
B1A08D1,2018,May,1,0,RumAce,NA
B1A08D1,2018,May,1,0,SanOff,NA
B1A08D1,2018,May,1,0,TraPra,NA
B1A08D1,2018,May,1,0,LatPra,NA
B1A08D1,2018,May,1,0,LotCor,NA
B1A08D1,2018,May,1,0,MedLup,NA
B1A08D1,2018,May,1,0,MedVar,282.8
B1A08D1,2018,May,1,0,OnoVic,NA
B1A08D1,2018,May,1,0,TriCam,NA
B1A08D1,2018,May,1,0,TriDub,NA
B1A08D1,2018,May,1,0,TriFra,NA
B1A08D1,2018,May,1,0,TriHyb,NA
B1A08D1,2018,May,1,0,TriPra,NA
B1A08D1,2018,May,1,0,TriRep,NA
B1A08D1,2018,May,1,0,VicCra,NA
B1A11D1,2018,May,1,10,Weed,75
B1A11D1,2018,May,1,10,Dead,0
B1A11D1,2018,May,1,10,Rest,0
B1A11D1,2018,May,1,10,AloPra,NA
B1A11D1,2018,May,1,10,AntOdo,NA
B1A11D1,2018,May,1,10,ArrEla,NA
B1A11D1,2018,May,1,10,AvePub,NA
B1A11D1,2018,May,1,10,BroEre,NA
B1A11D1,2018,May,1,10,BroHor,NA
B1A11D1,2018,May,1,10,CynCri,NA
B1A11D1,2018,May,1,10,DacGlo,NA
B1A11D1,2018,May,1,10,FesPra,NA
B1A11D1,2018,May,1,10,FesRub,NA
B1A11D1,2018,May,1,10,HolLan,NA
B1A11D1,2018,May,1,10,LuzCam,NA
B1A11D1,2018,May,1,10,PhlPra,NA
B1A11D1,2018,May,1,10,PoaPra,NA
B1A11D1,2018,May,1,10,PoaTri,NA
B1A11D1,2018,May,1,10,TriFla,NA
B1A11D1,2018,May,1,10,AjuRep,NA
B1A11D1,2018,May,1,10,BelPer,NA
B1A11D1,2018,May,1,10,GleHed,NA
B1A11D1,2018,May,1,10,LeoAut,NA
B1A11D1,2018,May,1,10,LeoHis,NA
B1A11D1,2018,May,1,10,PlaLan,NA
B1A11D1,2018,May,1,10,PlaMed,NA
B1A11D1,2018,May,1,10,PriVer,NA
B1A11D1,2018,May,1,10,PruVul,NA
B1A11D1,2018,May,1,10,RanRep,NA
B1A11D1,2018,May,1,10,TarOff,NA
B1A11D1,2018,May,1,10,VerCha,NA
B1A11D1,2018,May,1,10,AchMil,0
B1A11D1,2018,May,1,10,AntSyl,0
B1A11D1,2018,May,1,10,CamPat,0
B1A11D1,2018,May,1,10,CarCar,NA
B1A11D1,2018,May,1,10,CarPra,0
B1A11D1,2018,May,1,10,CenJac,NA
B1A11D1,2018,May,1,10,CirOle,0
B1A11D1,2018,May,1,10,CreBie,0
B1A11D1,2018,May,1,10,DauCar,0
B1A11D1,2018,May,1,10,GalMol,0
B1A11D1,2018,May,1,10,GerPra,1
B1A11D1,2018,May,1,10,HerSph,0
B1A11D1,2018,May,1,10,KnaArv,NA
B1A11D1,2018,May,1,10,LeuVul,3.8
B1A11D1,2018,May,1,10,PasSat,1.13
B1A11D1,2018,May,1,10,PimMaj,NA
B1A11D1,2018,May,1,10,RanAcr,0
B1A11D1,2018,May,1,10,RumAce,16.82
B1A11D1,2018,May,1,10,SanOff,0
B1A11D1,2018,May,1,10,TraPra,260
B1A11D1,2018,May,1,10,LatPra,NA
B1A11D1,2018,May,1,10,LotCor,NA
B1A11D1,2018,May,1,10,MedLup,NA
B1A11D1,2018,May,1,10,MedVar,NA
B1A11D1,2018,May,1,10,OnoVic,NA
B1A11D1,2018,May,1,10,TriCam,NA
B1A11D1,2018,May,1,10,TriDub,NA
B1A11D1,2018,May,1,10,TriFra,NA
B1A11D1,2018,May,1,10,TriHyb,NA
B1A11D1,2018,May,1,10,TriPra,NA
B1A11D1,2018,May,1,10,TriRep,NA
B1A11D1,2018,May,1,10,VicCra,NA
B1A12D1,2018,May,1,0,Weed,440.9
B1A12D1,2018,May,1,0,Dead,1.74
B1A12D1,2018,May,1,0,Rest,0
B1A12D1,2018,May,1,0,AloPra,NA
B1A12D1,2018,May,1,0,AntOdo,NA
B1A12D1,2018,May,1,0,ArrEla,NA
B1A12D1,2018,May,1,0,AvePub,NA
B1A12D1,2018,May,1,0,BroEre,NA
B1A12D1,2018,May,1,0,BroHor,NA
